id_region,id_cabang,id_uker,User,Nama,Type Uker,Role,Password
317,341,341,JKT20341,KC Jakarta Warung   Buncit,BO,User,RSF54321
317,671,671,JKT20671,KC Bursa Efek   Indonesia,BO,User,RSF54321
317,423,423,JKT20423,KC Bekasi Siliwangi,BO,User,RSF54321
317,387,387,JKT20387,KC KCgor Padjajaran,BO,User,RSF54321
317,420,420,JKT20420,KC Jakarta Panglima   Polim,BO,User,RSF54321
317,139,139,JKT20139,KC Bekasi,BO,User,RSF54321
317,422,422,JKT20422,KC Cimanggis,BO,User,RSF54321
317,430,430,JKT20430,KC Jakarta Radio   Dalam,BO,User,RSF54321
317,339,339,JKT20339,KC Jakarta Pasar   Minggu,BO,User,RSF54321
317,390,390,JKT20390,KC Jakarta Pancoran,BO,User,RSF54321
317,538,538,JKT20538,KC Depok,BO,User,RSF54321
317,425,425,JKT20425,KC Jakarta Ampera,BO,User,RSF54321
317,443,443,JKT20443,KC Jakarta TB   Simatupang,BO,User,RSF54321
317,362,362,JKT20362,KC Jakarta Pondok   Indah,BO,User,RSF54321
317,12,12,JKT20012,KC KCgor Dewi Sartika,BO,User,RSF54321
317,302,302,JKT20302,KC Cikampek,BO,User,RSF54321
317,385,385,JKT20385,KC Pondok Gede,BO,User,RSF54321
317,359,359,JKT20359,KC Jakarta Gatot   Subroto,BO,User,RSF54321
317,2101,2101,JKT22101,KC Mabes TNI   Cilangkap,BO,User,RSF54321
317,421,421,JKT20421,KC Cibinong,BO,User,RSF54321
317,424,424,JKT20424,KC Bekasi Harapan   Indah,BO,User,RSF54321
317,193,193,JKT20193,KC Jakarta Kebayoran   Baru,BO,User,RSF54321
317,444,444,JKT20444,KC Tambun,BO,User,RSF54321
317,116,116,JKT20116,KC Karawang,BO,User,RSF54321
317,378,378,JKT20378,KC Jakarta Rasuna   Said,BO,User,RSF54321
317,384,384,JKT20384,KC Cibubur,BO,User,RSF54321
317,330,330,JKT20330,KC Jakarta Fatmawati,BO,User,RSF54321
317,376,376,JKT20376,KC Jakarta Sudirman 1,BO,User,RSF54321
317,428,428,JKT20428,KC Jakarta Lebak   Bulus,BO,User,RSF54321
317,1223,1223,JKT21223,KC Jakarta Mall   Ambasador,BO,User,RSF54321
317,341,2233,JKT22233,KCP Kemenakertrans,BO,User,RSF54321
317,387,1180,JKT21180,KCP Baranangsiang,BO,User,RSF54321
317,385,527,JKT20527,KCP Pondok Melati,BO,User,RSF54321
317,421,1151,JKT21151,KCP Karang Asem Barat,BO,User,RSF54321
317,302,1181,JKT21181,KCP Kosambi,BO,User,RSF54321
317,421,1134,JKT21134,KCP Cibinong Mayor   Oking,BO,User,RSF54321
317,424,529,JKT20529,KCP Sentral Niaga   Kali Malang,BO,User,RSF54321
317,193,1211,JKT21211,KCP Kementerian   Pekerjaan Umum,BO,User,RSF54321
317,421,2221,JKT22221,KCP Tegar Beriman,BO,User,RSF54321
317,387,1149,JKT21149,KCP Batu Tulis,BO,User,RSF54321
317,384,578,JKT20578,KCP Kranggan Bekasi,BO,User,RSF54321
317,359,2114,JKT22114,KCP Telkom Landmark   Tower,BO,User,RSF54321
317,116,2073,JKT22073,KCP Karawang Wetan,BO,User,RSF54321
317,193,1414,JKT21414,KCP PLN Jakarta,BO,User,RSF54321
317,387,595,JKT20595,KCP IPB,BO,User,RSF54321
317,385,2108,JKT22108,KCP Jatiasih,BO,User,RSF54321
317,387,531,JKT20531,KCP Suryakencana,BO,User,RSF54321
317,384,1418,JKT21418,KCP Citra Indah,BO,User,RSF54321
317,538,1163,JKT21163,KCP Depok Timur,BO,User,RSF54321
317,444,2072,JKT22072,KCP Sultan Hasanudin,BO,User,RSF54321
317,423,2113,JKT22113,KCP Kemang Pratama,BO,User,RSF54321
317,387,2245,JKT22245,KCP Grafta Cisarua,BO,User,RSF54321
317,359,594,JKT20594,KCP Patra Jasa,BO,User,RSF54321
317,387,533,JKT20533,KCP Tajur,BO,User,RSF54321
317,319,537,JKT20537,KCP Cikarang SGC,BO,User,RSF54321
317,538,2286,JKT22286,KCP Sawangan,BO,User,RSF54321
317,538,1147,JKT21147,KCP Margonda,BO,User,RSF54321
317,116,597,JKT20597,KCP Rengasdengklok,BO,User,RSF54321
317,424,1153,JKT21153,KCP Sultan Agung,BO,User,RSF54321
317,384,1152,JKT21152,KCP Cileungsi,BO,User,RSF54321
317,387,2274,JKT22274,KCP Leuwiliang,BO,User,RSF54321
317,193,1802,JKT21802,KCP Polda Metro Jaya,BO,User,RSF54321
317,339,2123,JKT22123,KCP Kementerian   Pertanian,BO,User,RSF54321
317,319,1165,JKT21165,KCP Jababeka,BO,User,RSF54321
317,139,1105,JKT21105,KCP Bekasi Town   Square,BO,User,RSF54321
317,319,2275,JKT22275,KCP Delta Mas   Cikarang,BO,User,RSF54321
317,139,1822,JKT21822,KCP Summarecon,BO,User,RSF54321
317,423,1150,JKT21150,KCP Galaxy,BO,User,RSF54321
317,12,1189,JKT21189,KCP Sudirman KCgor,BO,User,RSF54321
317,421,1739,JKT21739,KCP Sentul,BO,User,RSF54321
317,384,2180,JKT22180,KCP Kota Wisata,BO,User,RSF54321
317,538,1128,JKT21128,KCP Parung,BO,User,RSF54321
317,538,672,JKT20672,KCP Universitas   Indonesia,BO,User,RSF54321
317,193,2018,JKT22018,KCP Mabes Polri,BO,User,RSF54321
317,430,1133,JKT21133,KCP Grafta Cipulir,BO,User,RSF54321
317,385,1409,JKT21409,KCP Hankam Raya,BO,User,RSF54321
317,444,1186,JKT21186,KCP Cibitung,BO,User,RSF54321
317,330,501,JKT20501,KCP RS Fatmawati (tdk   ada kredit),BO,User,RSF54321
317,425,1130,JKT21130,KCP Bangka Raya (tdk   ada kredit),BO,User,RSF54321
317,362,1146,JKT21146,KCP Metro Pondok   Indah (tdk ada kredit),BO,User,RSF54321
317,359,2071,JKT22071,KCP Jamsostek (tdk   ada kredit),BO,User,RSF54321
317,193,651,JKT20651,KCP Blok M (tdk ada   kredit),BO,User,RSF54321
317,443,1506,JKT21506,KCP PHE Tower (tdk   ada kredit),BO,User,RSF54321
317,341,1182,JKT21182,KCP Pejaten (tdk ada   kredit),BO,User,RSF54321
317,443,2075,JKT22075,KCP Rancho (tdk ada   kredit),BO,User,RSF54321
317,330,525,JKT20525,KCP Duta Mas (tdk ada   kredit),BO,User,RSF54321
317,341,2074,JKT22074,KCP Graha Pulo (tdk   ada kredit),BO,User,RSF54321
317,390,534,JKT20534,KCP Tebet,BO,User,RSF54321
317,428,523,JKT20523,KCP Cinere Raya,BO,User,RSF54321
317,378,2046,JKT22046,KCP Kota Kasablanka,BO,User,RSF54321
317,378,2013,JKT22013,KCP Kuningan   Epicentrum,BO,User,RSF54321
317,378,1125,JKT21125,KCP Manggarai,BO,User,RSF54321
317,385,1169,JKT21169,KCP Jatibening,BO,User,RSF54321
317,428,2012,JKT22012,KCP Rempoa,BO,User,RSF54321
317,362,1116,JKT21116,KCP Permata Hijau,BO,User,RSF54321
317,339,2009,JKT22009,KCP Rawa Bambu,BO,User,RSF54321
317,428,7649,JKT27649,Unit Meruyung,BO,User,RSF54321
317,139,799,JKT20799,Unit Babelan Kota,BO,User,RSF54321
317,139,861,JKT20861,Unit Bantar Gebang,BO,User,RSF54321
317,139,935,JKT20935,Unit Bekasi Kota,BO,User,RSF54321
317,139,936,JKT20936,Unit Kranji,BO,User,RSF54321
317,139,937,JKT20937,Unit Pejuang,BO,User,RSF54321
317,139,4794,JKT24794,Unit Pondok Ungu   Permai,BO,User,RSF54321
317,139,7083,JKT27083,Unit Harapan Indah,BO,User,RSF54321
317,139,7086,JKT27086,Unit Rawalumbu,BO,User,RSF54321
317,139,7229,JKT27229,Unit Perwira,BO,User,RSF54321
317,139,7254,JKT27254,Unit Kayuringin,BO,User,RSF54321
317,139,7292,JKT27292,Unit Wisma Asri,BO,User,RSF54321
317,139,7314,JKT27314,Unit Narogong,BO,User,RSF54321
317,139,7455,JKT27455,Unit Tarumajaya,BO,User,RSF54321
317,139,7888,JKT27888,Unit Karang Satria,BO,User,RSF54321
317,139,8012,JKT28012,Unit Jaka Setia,BO,User,RSF54321
317,387,800,JKT20800,Unit Cipayung KCgor,BO,User,RSF54321
317,387,801,JKT20801,Unit Warung Jambu,BO,User,RSF54321
317,387,803,JKT20803,Unit Harjasari,BO,User,RSF54321
317,12,804,JKT20804,Unit Purbasari KCgor,BO,User,RSF54321
317,387,807,JKT20807,Unit Cijeruk,BO,User,RSF54321
317,12,808,JKT20808,Unit Ciampea,BO,User,RSF54321
317,12,810,JKT20810,Unit Leuwiliang,BO,User,RSF54321
317,12,811,JKT20811,Unit Semplak,BO,User,RSF54321
317,12,909,JKT20909,Unit Ciomas,BO,User,RSF54321
317,387,912,JKT20912,Unit Kedung Halang,BO,User,RSF54321
317,387,913,JKT20913,Unit Cisarua KCgor,BO,User,RSF54321
317,12,4796,JKT24796,Unit Cibung Bulang,BO,User,RSF54321
317,387,4797,JKT24797,Unit CigomKCng KCgor,BO,User,RSF54321
317,12,4798,JKT24798,Unit Cigudeg,BO,User,RSF54321
317,387,4799,JKT24799,Unit Cimanggu KCgor,BO,User,RSF54321
317,12,4800,JKT24800,Unit Jasinga,BO,User,RSF54321
317,12,7222,JKT27222,Unit Pintu Ledeng,BO,User,RSF54321
317,12,7223,JKT27223,Unit Pasar Mawar,BO,User,RSF54321
317,12,7604,JKT27604,Unit Taman Sari KCgor,BO,User,RSF54321
317,12,7617,JKT27617,Unit Sindang Barang,BO,User,RSF54321
317,12,7846,JKT27846,Unit Pamoyanan KCgor,BO,User,RSF54321
317,387,7847,JKT27847,Unit Cimahpar,BO,User,RSF54321
317,421,813,JKT20813,Unit KCjong Gede,BO,User,RSF54321
317,421,914,JKT20914,Unit Citeureup,BO,User,RSF54321
317,421,993,JKT20993,Unit Cibinong   Pabuaran,BO,User,RSF54321
317,421,4801,JKT24801,Unit Tlajung Udik,BO,User,RSF54321
317,421,7192,JKT27192,Unit Babakan Madang,BO,User,RSF54321
317,421,7193,JKT27193,Unit Karadenan,BO,User,RSF54321
317,421,7200,JKT27200,Unit Cikaret,BO,User,RSF54321
317,421,7367,JKT27367,Unit Cilodong,BO,User,RSF54321
317,421,8017,JKT28017,Unit Kandang Roda,BO,User,RSF54321
317,384,805,JKT20805,Unit Jonggol,BO,User,RSF54321
317,384,806,JKT20806,Unit Gunung Putri,BO,User,RSF54321
317,384,3700,JKT23700,Unit Kenari Mas   Cileungsi,BO,User,RSF54321
317,384,4792,JKT24792,Unit Jatisampurna,BO,User,RSF54321
317,384,4795,JKT24795,Unit Cariu,BO,User,RSF54321
317,387,7029,JKT27029,Unit Banjarwaru,BO,User,RSF54321
317,384,7205,JKT27205,Unit Limus,BO,User,RSF54321
317,384,7375,JKT27375,Unit Ciangsana,BO,User,RSF54321
317,384,7887,JKT27887,Unit Gandoang,BO,User,RSF54321
317,302,3673,JKT23673,Unit Duren,BO,User,RSF54321
317,302,3674,JKT23674,Unit La Wadas,BO,User,RSF54321
317,302,3260,JKT23260,Unit Pasar Cikampek,BO,User,RSF54321
317,302,3261,JKT23261,Unit Jatisari,BO,User,RSF54321
317,302,3672,JKT23672,Unit Cilamaya,BO,User,RSF54321
317,302,3676,JKT23676,Unit Telaga Sari,BO,User,RSF54321
317,302,4102,JKT24102,Unit Cikalongsari,BO,User,RSF54321
317,302,4103,JKT24103,Unit Parakan,BO,User,RSF54321
317,302,4104,JKT24104,Unit Belendung,BO,User,RSF54321
317,302,4105,JKT24105,Unit Curug,BO,User,RSF54321
317,302,4106,JKT24106,Unit Gempol,BO,User,RSF54321
317,302,4107,JKT24107,Unit Juanda Karawang,BO,User,RSF54321
317,302,4108,JKT24108,Unit Mekarmaya,BO,User,RSF54321
317,302,4109,JKT24109,Unit Pangulah,BO,User,RSF54321
317,302,4110,JKT24110,Unit Pasirukem,BO,User,RSF54321
317,302,4111,JKT24111,Unit Stasiun Kota,BO,User,RSF54321
317,302,4112,JKT24112,Unit Tegalwaru,BO,User,RSF54321
317,302,7636,JKT27636,Unit Kiara Jaya,BO,User,RSF54321
317,302,8015,JKT28015,Unit Kopel,BO,User,RSF54321
317,319,842,JKT20842,Unit Setu,BO,User,RSF54321
317,319,843,JKT20843,Unit Sertajaya,BO,User,RSF54321
317,319,844,JKT20844,Unit Kertasari,BO,User,RSF54321
317,319,845,JKT20845,Unit Sukadarma,BO,User,RSF54321
317,319,847,JKT20847,Unit Cibarusah,BO,User,RSF54321
317,319,848,JKT20848,Unit Pasir GomKCng,BO,User,RSF54321
317,319,849,JKT20849,Unit Karang Asih,BO,User,RSF54321
317,319,4793,JKT24793,Unit Kedung Waringin,BO,User,RSF54321
317,319,7256,JKT27256,Unit Serang,BO,User,RSF54321
317,319,7258,JKT27258,Unit Pilar,BO,User,RSF54321
317,319,7664,JKT27664,Unit Tegal Denas,BO,User,RSF54321
317,319,8011,JKT28011,Unit Sukamahi,BO,User,RSF54321
317,422,910,JKT20910,Unit Pasar Cisalak,BO,User,RSF54321
317,422,7202,JKT27202,Unit Simpangan Depok,BO,User,RSF54321
317,422,7318,JKT27318,Unit Pekapuran,BO,User,RSF54321
317,422,7319,JKT27319,Unit Radar Auri,BO,User,RSF54321
317,422,3254,JKT23254,Unit Palsigunung,BO,User,RSF54321
317,538,911,JKT20911,Unit Depok Nusantara,BO,User,RSF54321
317,538,946,JKT20946,Unit Proklamasi,BO,User,RSF54321
317,538,3253,JKT23253,Unit Margonda,BO,User,RSF54321
317,538,3255,JKT23255,Unit Sukmajaya Depok,BO,User,RSF54321
317,538,3704,JKT23704,Unit Pancoran Mas,BO,User,RSF54321
317,538,4804,JKT24804,Unit Citayam,BO,User,RSF54321
317,538,7368,JKT27368,Unit Beji Depok,BO,User,RSF54321
317,428,794,JKT20794,Unit Pasar Jumat,BO,User,RSF54321
317,428,795,JKT20795,Unit Cinere,BO,User,RSF54321
317,428,867,JKT20867,Unit Bintaro,BO,User,RSF54321
317,428,922,JKT20922,Unit Pondok Labu,BO,User,RSF54321
317,428,3578,JKT23578,Unit Ciganjur,BO,User,RSF54321
317,428,7645,JKT27645,Unit Gandul,BO,User,RSF54321
317,339,834,JKT20834,Unit Benda Raya,BO,User,RSF54321
317,339,837,JKT20837,Unit Santa,BO,User,RSF54321
317,339,945,JKT20945,Unit Pejaten Barat,BO,User,RSF54321
317,339,948,JKT20948,Unit Kalibata Pomad,BO,User,RSF54321
317,339,953,JKT20953,Unit Cilandak,BO,User,RSF54321
317,339,7274,JKT27274,Unit Duren Tiga,BO,User,RSF54321
317,339,7317,JKT27317,Unit Kebagusan,BO,User,RSF54321
317,339,947,JKT20947,Unit Lenteng Agung,BO,User,RSF54321
317,430,796,JKT20796,Unit Mayestik,BO,User,RSF54321
317,430,797,JKT20797,Unit Pondok Pinang,BO,User,RSF54321
317,430,868,JKT20868,Unit Cipulir,BO,User,RSF54321
317,430,923,JKT20923,Unit Blok A,BO,User,RSF54321
317,430,925,JKT20925,Unit Kebayoran Lama,BO,User,RSF54321
317,116,8016,JKT28016,Unit Jalan Baru,BO,User,RSF54321
317,116,3262,JKT23262,Unit Pasar Rengas,BO,User,RSF54321
317,116,3460,JKT23460,Unit Johar Karawang,BO,User,RSF54321
317,116,3727,JKT23727,Unit Anggadita I,BO,User,RSF54321
317,116,3728,JKT23728,Unit Karawang Kulon,BO,User,RSF54321
317,116,3730,JKT23730,Unit Sirnabaya,BO,User,RSF54321
317,116,4242,JKT24242,Unit Cito,BO,User,RSF54321
317,116,4243,JKT24243,Unit Pakisjaya,BO,User,RSF54321
317,116,4244,JKT24244,Unit Pangkalan   Karawang,BO,User,RSF54321
317,116,4245,JKT24245,Unit Amansari,BO,User,RSF54321
317,116,4246,JKT24246,Unit Anggadita II,BO,User,RSF54321
317,116,4247,JKT24247,Unit Batujaya,BO,User,RSF54321
317,116,4248,JKT24248,Unit Cibuaya,BO,User,RSF54321
317,116,4249,JKT24249,Unit Cintalanggeng,BO,User,RSF54321
317,116,4250,JKT24250,Unit Dayeuhluhur   Karawang,BO,User,RSF54321
317,116,4251,JKT24251,Unit Jayanegara,BO,User,RSF54321
317,116,4252,JKT24252,Unit Kutagandok,BO,User,RSF54321
,116,4253,JKT24253,Unit Lamaran,BO,User,RSF54321
,116,4254,JKT24254,Unit Medangasem,BO,User,RSF54321
,116,4255,JKT24255,Unit Pedes,BO,User,RSF54321
,116,4256,JKT24256,Unit PisangsamKC,BO,User,RSF54321
,116,4257,JKT24257,Unit Sukamerta,BO,User,RSF54321
,116,4258,JKT24258,Unit Sungaibuntu,BO,User,RSF54321
,116,4259,JKT24259,Unit Tanjung Jaya,BO,User,RSF54321
,116,4260,JKT24260,Unit Wanakerta,BO,User,RSF54321
,116,7907,JKT27907,Unit Karangpawitan   Karawang,BO,User,RSF54321
,116,7908,JKT27908,Unit Teluk Jambe,BO,User,RSF54321
,116,8014,JKT28014,Unit Green Village,BO,User,RSF54321
,385,906,JKT20906,Unit Jatiasih,BO,User,RSF54321
,385,995,JKT20995,Unit Jati Makmur,BO,User,RSF54321
,385,7204,JKT27204,Unit Jati Kramat,BO,User,RSF54321
,385,7313,JKT27313,Unit Jatimurni,BO,User,RSF54321
,385,814,JKT20814,Unit Jatiwaringin,BO,User,RSF54321
,444,841,JKT20841,Unit Pasar Induk   Cibitung,BO,User,RSF54321
,444,908,JKT20908,Unit Sukadanau,BO,User,RSF54321
,444,938,JKT20938,Unit Tambun,BO,User,RSF54321
,444,4791,JKT24791,Unit Duren Jaya,BO,User,RSF54321
,444,7088,JKT27088,Unit Jatimulya Tambun,BO,User,RSF54321
,444,7228,JKT27228,Unit Mangunjaya,BO,User,RSF54321
,444,7253,JKT27253,Unit Pondok Timur,BO,User,RSF54321
,444,7255,JKT27255,Unit Grand Wisata,BO,User,RSF54321
,444,7257,JKT27257,Unit Pamor,BO,User,RSF54321
,444,7909,JKT27909,Unit Cabangbungin,BO,User,RSF54321
,444,7910,JKT27910,Unit Pedurenan,BO,User,RSF54321
,444,7951,JKT27951,Unit Rawa Kalong,BO,User,RSF54321
,444,8010,JKT28010,Unit Telaga Asih,BO,User,RSF54321
,390,934,JKT20934,UNIT Guntur,BO,User,RSF54321
,390,3223,JKT23223,UNIT Manggarai,BO,User,RSF54321
,390,3248,JKT23248,Unit Bukit Duri,BO,User,RSF54321
,390,836,JKT20836,Unit Tebet Timur,BO,User,RSF54321
,390,835,JKT20835,Unit Tebet Barat,BO,User,RSF54321
,139,7623,JKT27623,Unit Marunda,BO,User,RSF54321
,385,7802,JKT27802,Unit Ratna Asri,BO,User,RSF54321
,139,7085,JKT27085,Unit Bintara,BO,User,RSF54321
,385,907,JKT20907,Unit Sumber Arta,BO,User,RSF54321
,538,7742,JKT27742,UNIT Ciseeng,BO,User,RSF54321
,538,7713,JKT27713,UNIT Kemang,BO,User,RSF54321
,538,812,JKT20812,UNIT Parung,BO,User,RSF54321
,538,802,JKT20802,UNIT Parung Panjang,BO,User,RSF54321
,538,7087,JKT27087,UNIT Prumpung,BO,User,RSF54321
,538,809,JKT20809,UNIT Sawangan,BO,User,RSF54321
,538,7199,JKT27199,UNIT Wates Pamulang,BO,User,RSF54321
,430,3258,JKT23258,UNIT Palmerah,BO,User,RSF54321
,430,926,JKT20926,UNIT Petukangan,BO,User,RSF54321
,302,3675,JKT23675,Unit Purwasari,BO,User,RSF54321
,390,3307,JKT23307,Unit KeKCn Baru,BO,User,RSF54321
